f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
c0,c1,c0,c6,34,1,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,64,0,c5
c4,c0,c0,c6,53,2,c1,c4,c0,2.7,5017.5,c0,64.8543,-24.080000000000002,-3.4,0.4296,c2,368,1,c10
c7,c0,c0,c3,34,1,c0,c4,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c1,66,0,c4
c0,c0,c0,c6,44,1,c0,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,604,0,c6
c1,c0,c0,c3,38,2,c0,c1,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9808,c1,250,0,c7
c0,c0,c0,c5,40,5,c0,c1,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4918,c1,271,0,c10
c1,c0,c0,c2,36,4,c0,c4,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,218,0,c3
c1,c0,c0,c1,36,1,c0,c0,c0,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,339,0,c3
c2,c1,c0,c6,53,1,c0,c0,c0,899.1,5195.8,c0,65.24,-33.6,-0.1,2.5145999999999997,c1,247,0,c10
c9,c1,c0,c5,33,3,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8124,c1,390,0,c4
c5,c1,c0,c3,53,1,c0,c2,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.849,c1,44,0,c3
c5,c0,c0,c0,58,1,c0,c3,c1,1.8,5099.1,c1,65.1525,-37.68,-1.8,0.819,c2,185,1,c3
c7,c0,c0,c3,42,3,c0,c4,c2,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c0,544,1,c3
c9,c0,c0,c5,31,3,c0,c0,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.8795999999999999,c0,551,1,c3
c9,c1,c0,c5,32,17,c0,c4,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9154,c1,76,0,c4
c4,c0,c0,c6,50,4,c0,c0,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,143,0,c3
c7,c0,c0,c3,39,1,c1,c4,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c1,104,0,c10
c1,c1,c0,c2,37,2,c0,c2,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,203,0,c5
c7,c0,c2,c3,58,6,c0,c1,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8064,c1,29,0,c4
c0,c0,c0,c3,31,1,c0,c4,c2,899.1,5017.5,c1,64.66529999999999,-23.840000000000003,-3.4,0.4638,c1,210,0,c8
c0,c0,c0,c6,49,6,c0,c4,c1,899.1,4963.6,c0,65.93929999999999,-30.0,-1.1,0.5297999999999999,c0,110,3,c8
c7,c0,c0,c3,24,1,c0,c2,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7686,c1,46,0,c4
c0,c1,c2,c6,53,6,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,13,0,c4
c0,c0,c0,c6,30,2,c0,c3,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c0,241,1,c4
c0,c1,c2,c6,52,3,c0,c2,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9772,c1,272,0,c5
c0,c0,c2,c7,35,3,c0,c0,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,236,0,c6
c3,c0,c0,c3,31,3,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,125,0,c6
c8,c1,c0,c3,26,4,c0,c2,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7686,c1,29,0,c4
c8,c0,c0,c7,23,1,c0,c1,c2,899.1,4991.6,c0,65.9505,-32.24,-1.7,0.5357999999999999,c0,267,2,c6
c8,c0,c0,c6,32,11,c0,c4,c2,899.1,5099.1,c0,64.99009999999998,-40.0,-1.8,0.9839999999999999,c1,61,0,c2
c9,c0,c0,c6,31,1,c2,c1,c1,899.1,5195.8,c2,65.24,-33.6,-0.1,2.4918,c0,104,1,c10
c9,c0,c0,c5,45,1,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,139,0,c7
c9,c0,c0,c5,39,1,c0,c3,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,129,0,c7
c0,c0,c0,c6,30,1,c0,c0,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9819999999999998,c1,39,0,c7
c5,c1,c0,c5,40,1,c0,c3,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,219,0,c5
c4,c0,c0,c5,60,2,c0,c2,c1,899.1,5017.5,c1,64.70169999999999,-21.52,-3.4,0.43440000000000006,c1,219,0,c9
c7,c1,c0,c3,35,2,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,473,0,c4
c0,c1,c2,c6,38,5,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,70,0,c4
c0,c0,c0,c6,31,3,c0,c4,c2,899.1,5017.5,c0,64.66529999999999,-23.840000000000003,-3.4,0.48179999999999995,c1,123,0,c8
c0,c0,c0,c6,44,1,c0,c0,c1,899.1,4963.6,c1,66.2207,-39.6,-1.1,0.6,c1,252,0,c9
c0,c0,c0,c6,35,2,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,511,0,c7
c1,c0,c0,c1,55,2,c0,c1,c2,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4918,c1,204,0,c10
c9,c0,c0,c3,38,3,c1,c3,c0,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.846,c0,279,1,c3
c2,c1,c0,c6,36,2,c0,c1,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,140,0,c5
c0,c0,c0,c3,26,1,c0,c0,c1,899.1,5017.5,c1,64.70169999999999,-21.52,-3.4,0.4386,c1,703,0,c9
c1,c0,c2,c0,47,1,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c0,173,1,c4
c0,c1,c0,c3,56,2,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,93,0,c4
c4,c0,c2,c3,41,1,c0,c1,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7746,c1,85,0,c4
c1,c0,c0,c2,28,1,c0,c3,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7595999999999999,c0,111,1,c4
c9,c1,c2,c3,50,1,c1,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,111,0,c5
c5,c0,c0,c6,56,5,c0,c0,c0,8.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c2,199,1,c3
c0,c0,c0,c3,57,1,c0,c2,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8004,c0,644,1,c4
c9,c0,c0,c6,31,3,c0,c2,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,559,0,c7
c9,c0,c0,c5,29,3,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,156,0,c6
c0,c0,c0,c5,27,1,c0,c3,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,466,0,c4
c4,c0,c2,c6,44,1,c0,c1,c0,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4918,c1,365,0,c10
c9,c0,c0,c5,35,1,c0,c2,c0,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.867,c1,612,0,c3
c5,c0,c0,c7,59,1,c2,c2,c1,899.1,5076.2,c2,64.5407,-25.12,-2.9,0.5304,c1,177,0,c7
c1,c1,c0,c0,46,2,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9801999999999995,c1,473,0,c5
c0,c0,c0,c6,31,4,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,157,0,c7
c8,c0,c0,c6,31,1,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9748,c1,277,0,c6
c1,c0,c2,c0,45,3,c1,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,262,0,c7
c8,c0,c0,c6,21,2,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c1,48,0,c4
c1,c1,c2,c6,38,5,c0,c4,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,13,0,c5
c5,c0,c0,c6,58,1,c0,c3,c0,1.8,5099.1,c0,65.1525,-37.68,-1.8,0.819,c2,211,1,c3
c2,c1,c0,c2,39,2,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,157,0,c4
c0,c0,c0,c6,54,2,c0,c0,c0,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,180,0,c7
c3,c0,c0,c0,76,1,c0,c1,c1,899.1,4991.6,c1,65.8385,-31.84,-1.7,0.4212,c0,326,1,c5
c1,c1,c0,c2,36,4,c1,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,34,0,c5
c2,c0,c2,c3,49,3,c0,c3,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,611,0,c10
c9,c1,c0,c5,34,5,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,350,0,c4
c0,c1,c0,c2,38,1,c0,c3,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9748,c1,406,0,c5
c9,c0,c0,c3,43,7,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,1389,0,c6
c0,c1,c0,c2,38,1,c0,c1,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,98,0,c5
c3,c0,c2,c6,54,1,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,297,0,c7
c1,c1,c0,c2,28,1,c0,c0,c2,899.1,4963.6,c1,66.2207,-39.6,-1.1,0.5861999999999999,c1,4,0,c9
c6,c1,c0,c6,38,2,c0,c0,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,414,0,c4
c9,c0,c0,c5,45,4,c0,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,95,0,c7
c9,c0,c0,c5,26,2,c0,c1,c2,2.7,5076.2,c1,65.07409999999999,-32.64,-2.9,0.7572,c2,163,1,c5
c5,c1,c0,c3,60,7,c0,c0,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,188,0,c6
c9,c0,c0,c2,58,1,c0,c0,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,128,1,c4
c9,c0,c2,c5,46,2,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,235,0,c7
c10,c0,c0,c0,44,2,c0,c1,c2,899.1,5076.2,c0,65.07409999999999,-32.64,-2.9,0.7512,c1,276,0,c5
c1,c0,c0,c2,47,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,172,0,c7
c1,c0,c2,c1,38,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,500,0,c6
c0,c0,c0,c3,54,1,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,92,0,c7
c0,c0,c0,c6,35,1,c0,c2,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.472,c1,682,0,c10
c9,c0,c0,c5,35,3,c0,c0,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,80,0,c6
c5,c1,c0,c0,58,1,c0,c1,c0,899.1,4991.6,c0,65.8189,-30.64,-1.7,0.5316,c1,34,0,c7
c7,c0,c0,c3,35,1,c0,c4,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,198,0,c4
c0,c0,c0,c6,32,2,c1,c2,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,152,0,c7
c0,c0,c2,c3,24,1,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9748,c1,259,0,c6
c1,c1,c2,c1,36,2,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,135,0,c4
c0,c1,c0,c6,36,3,c0,c0,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,5,1,c3
c7,c0,c2,c0,56,1,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,534,0,c6
c0,c0,c0,c6,48,1,c1,c2,c1,0.0,4991.6,c1,65.8189,-30.64,-1.7,0.54,c2,288,3,c7
c0,c0,c0,c6,33,3,c0,c2,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7686,c1,484,0,c4
c0,c0,c0,c3,42,1,c0,c0,c0,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,220,0,c3
c3,c0,c2,c6,44,2,c1,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,468,0,c6
c8,c0,c0,c0,24,1,c0,c4,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,304,0,c6
c1,c0,c0,c2,38,9,c0,c2,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,217,0,c6
c0,c0,c0,c6,53,1,c0,c3,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,102,0,c7
c4,c0,c0,c0,59,2,c0,c0,c1,899.1,5008.7,c1,65.3583,-27.84,-1.8,0.3912,c1,284,0,c2
c1,c0,c0,c2,29,2,c0,c4,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,256,0,c6
c5,c0,c0,c0,60,1,c2,c4,c1,9.0,4963.6,c2,66.2207,-39.6,-1.1,0.5831999999999999,c0,272,3,c9
c0,c0,c0,c6,30,1,c0,c1,c2,2.7,4991.6,c0,65.9505,-32.24,-1.7,0.4782,c2,212,2,c6
c2,c1,c0,c0,41,1,c0,c2,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,430,0,c4
c1,c0,c0,c7,34,1,c0,c4,c2,899.1,5008.7,c1,65.3583,-27.84,-1.8,0.3816,c0,360,1,c2
c1,c0,c0,c0,34,2,c0,c2,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,475,0,c6
c2,c1,c2,c6,31,1,c1,c3,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,15,0,c6
c0,c1,c0,c6,47,4,c0,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,11,0,c5
c1,c0,c2,c1,43,2,c0,c4,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,335,0,c3
c0,c1,c0,c2,34,1,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,238,0,c5
c9,c1,c0,c5,31,2,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,127,0,c4
c3,c0,c2,c0,50,9,c2,c4,c1,899.1,5228.1,c2,65.7426,-34.160000000000004,1.4,2.9772,c1,356,0,c6
c7,c0,c2,c7,39,5,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,100,0,c6
c9,c0,c2,c6,30,1,c0,c3,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9808,c1,666,0,c7
c9,c0,c0,c5,39,4,c0,c4,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9796,c1,108,0,c7
c7,c0,c0,c3,34,1,c0,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,156,0,c6
c9,c0,c0,c7,34,1,c0,c1,c1,5.4,4963.6,c0,66.3369,-40.64,-1.1,0.6276,c2,206,2,c10
c6,c0,c0,c2,55,1,c0,c3,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7961999999999999,c1,1191,0,c4
c1,c0,c0,c0,36,1,c1,c3,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,558,0,c4
c0,c1,c0,c0,42,1,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,148,0,c4
c7,c0,c0,c3,45,9,c0,c0,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7464,c0,15,1,c4
c1,c1,c2,c2,37,2,c0,c2,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8004,c1,97,0,c4
c5,c0,c0,c3,40,4,c0,c0,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,166,0,c3
c1,c0,c2,c0,41,1,c2,c2,c2,899.1,5228.1,c2,65.7426,-34.160000000000004,1.4,2.9772,c1,72,0,c6
c7,c1,c0,c3,43,2,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,207,0,c4
c7,c0,c0,c6,43,4,c0,c0,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,178,0,c3
c0,c0,c0,c3,30,4,c0,c3,c2,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c1,56,0,c10
c0,c0,c0,c3,49,1,c1,c0,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,263,0,c6
c1,c1,c2,c0,56,3,c0,c3,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,12,0,c4
c1,c0,c2,c0,44,1,c1,c2,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,310,0,c7
c6,c0,c0,c6,41,2,c0,c0,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,247,0,c7
c1,c0,c0,c2,40,3,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,217,0,c6
c7,c1,c0,c3,25,1,c0,c2,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,123,0,c5
c1,c1,c0,c5,44,2,c2,c4,c1,899.1,5191.0,c2,65.7958,-29.12,1.1,2.9142,c1,189,0,c4
c0,c0,c2,c6,36,1,c1,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,97,0,c7
c1,c1,c0,c2,40,2,c0,c4,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,236,0,c4
c5,c1,c0,c0,57,1,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,97,0,c4
c10,c0,c2,c0,39,1,c0,c3,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,120,0,c6
c4,c1,c0,c3,33,4,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,52,0,c4
c2,c1,c0,c6,43,1,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,535,0,c4
c0,c0,c0,c6,38,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,80,0,c7
c1,c1,c2,c2,56,2,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9801999999999995,c1,143,0,c5
c9,c0,c0,c5,46,4,c0,c1,c0,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,121,0,c6
c3,c1,c0,c6,41,1,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,665,0,c4
c10,c0,c0,c3,38,2,c0,c0,c2,899.1,5076.2,c1,64.5407,-25.12,-2.9,0.5057999999999999,c1,712,0,c7
c9,c1,c0,c5,33,1,c1,c1,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,46,0,c5
c0,c1,c0,c3,32,1,c0,c2,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9772,c1,156,0,c5
c1,c1,c0,c6,27,19,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9753999999999996,c1,10,0,c5
c7,c1,c0,c1,34,1,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,722,0,c5
c5,c0,c0,c0,80,2,c0,c1,c1,899.1,5017.5,c0,64.70169999999999,-21.52,-3.4,0.4452,c1,82,0,c9
c5,c0,c2,c0,52,4,c2,c3,c1,899.1,5228.1,c2,65.7426,-34.160000000000004,1.4,2.9772,c1,143,0,c6
c1,c1,c0,c2,35,2,c0,c0,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,70,1,c4
c0,c1,c0,c3,42,1,c0,c0,c0,899.1,5195.8,c1,65.24,-33.6,-0.1,2.5145999999999997,c1,124,0,c10
c0,c0,c2,c6,52,2,c0,c1,c0,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,210,0,c6
c1,c1,c0,c3,48,1,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,144,0,c4
c2,c1,c0,c6,36,1,c1,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9130000000000003,c1,180,0,c4
c7,c0,c0,c3,34,2,c0,c2,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.867,c0,543,1,c3
c9,c0,c0,c5,34,7,c1,c3,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,42,0,c10
c0,c0,c0,c6,43,2,c0,c3,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.819,c1,114,0,c3
c1,c0,c0,c2,25,1,c0,c3,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7961999999999999,c1,162,0,c4
c1,c0,c0,c2,38,3,c0,c1,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,237,0,c6
c4,c1,c0,c3,31,5,c0,c0,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.919,c1,322,0,c5
c9,c0,c0,c5,37,1,c0,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,188,0,c7
c1,c0,c2,c0,34,3,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,1094,0,c4
c5,c0,c0,c0,70,3,c0,c1,c1,5.4,4991.6,c1,65.8189,-30.64,-1.7,0.5424,c2,356,1,c7
c7,c0,c0,c5,37,2,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,241,0,c4
c9,c0,c0,c5,27,1,c0,c3,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,285,0,c4
c0,c1,c0,c3,47,1,c0,c3,c0,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,1224,0,c5
c7,c0,c0,c3,55,1,c1,c3,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,175,0,c6
c1,c0,c0,c2,35,4,c0,c1,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,357,0,c6
c1,c1,c0,c0,59,1,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9154,c1,162,0,c4
c9,c0,c2,c3,50,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,679,0,c7
c9,c0,c0,c5,49,3,c0,c0,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,534,0,c6
c7,c1,c0,c3,24,2,c0,c0,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,757,0,c4
c1,c1,c0,c3,35,4,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,55,0,c4
c9,c0,c0,c5,34,1,c0,c3,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c1,144,0,c10
c0,c1,c0,c3,37,1,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9682,c1,212,0,c5
c1,c1,c0,c1,28,1,c0,c1,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.973,c1,117,0,c6
c1,c0,c0,c0,55,3,c0,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,188,0,c7
c0,c0,c0,c6,44,3,c0,c2,c1,5.4,5017.5,c1,64.70169999999999,-21.52,-3.4,0.441,c2,192,1,c9
c7,c0,c2,c0,44,2,c0,c1,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,227,0,c7
c4,c0,c0,c6,32,1,c0,c3,c2,2.7,5076.2,c0,64.5407,-25.12,-2.9,0.5105999999999999,c2,149,2,c7
c8,c1,c2,c2,28,2,c0,c3,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,213,0,c4
c3,c1,c0,c0,55,2,c1,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,211,0,c4
c6,c0,c0,c6,31,1,c1,c0,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.5145999999999997,c0,60,1,c10
c0,c0,c0,c6,33,1,c0,c3,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.846,c1,308,0,c3
c1,c0,c2,c2,29,4,c0,c2,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7686,c1,257,0,c4
c0,c0,c0,c6,29,2,c0,c3,c2,7.2,4963.6,c1,65.93929999999999,-30.0,-1.1,0.5267999999999999,c2,180,2,c8
c5,c0,c0,c2,74,2,c0,c3,c1,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5105999999999999,c0,188,1,c7
c0,c0,c0,c3,46,1,c0,c1,c0,899.1,5076.2,c0,64.72829999999999,-26.880000000000003,-2.9,0.6264,c1,282,0,c6
c9,c0,c0,c5,35,1,c0,c4,c0,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7554000000000001,c0,169,1,c4
c0,c0,c0,c3,40,1,c0,c3,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.819,c1,401,0,c3
c0,c0,c0,c6,31,5,c0,c3,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,188,0,c7
c1,c1,c0,c2,35,3,c0,c4,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9801999999999995,c1,311,0,c5
c4,c0,c0,c6,64,1,c1,c3,c0,899.1,5023.5,c0,64.89909999999999,-26.400000000000002,-3.0,0.432,c0,421,1,c11
c9,c0,c0,c3,34,1,c0,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7794000000000001,c0,225,1,c4
c9,c0,c0,c5,32,12,c1,c2,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,11,0,c7
